16,2024-05-01,月の桂 Special collaboration,2,,1,この度、松葉屋茶寮では5月9日（木）から11日（土）に「香りと楽しむ月の桂日本酒ペアリング」イベントを開催する運びとなりました。 <div><br></div><div> 本イベントでは、京都の老舗酒蔵「月の桂」15代目蔵元 増田醇一氏をお迎えし「香り」をテーマに新たな日本酒体験をご提案いたします。 </div><div><span style="font-size: 10pt;">1675年（延宝3年）より代々伝承してきた酒造りの技術や文化と、15代目ならではの新たな感性が織りなす味わいを是非ともご堪能賜りますと幸甚です。 </span></div><div><span style="font-size: 10pt;"><br></span></div><div><span style="font-size: 10pt;">［イベント日時］ </span></div><div><span style="font-size: 10pt;">5月9日 （木）</span></div><div><span style="font-size: 10pt;">・18:00～19:15</span></div><div><span style="font-size: 10pt;">・19:30～20:45 </span></div><div><span style="font-size: 10pt;"><br></span></div><div><span style="font-size: 10pt;">5月10日（金）</span></div><div><span style="font-size: 10pt;">・18:00～19:15</span></div><div><span style="font-size: 10pt;">・20:30〜21:45 </span></div><div><span style="font-size: 10pt;"><br></span></div><div><span style="font-size: 10pt;">5月11日（土）</span></div><div><span style="font-size: 10pt;">・13:00～14:15</span></div><div><span style="font-size: 10pt;">・18:00～19:15 </span></div><div><span style="font-size: 10pt;"><br></span></div><div><span style="font-size: 10pt;">料金 お一人様 11__kanma__000円（税込） </span></div><div><span style="font-size: 10pt;">定員数：各回最大6名まで </span></div><div><span style="font-size: 10pt;">お申し込み方法：参加希望日時（第一希望・第二希望）参加人数、代表者の御氏名・ご連絡先を当アカウント（<a href="https://www.instagram.com/matsubayasaryo/">https://www.instagram.com/matsubayasaryo/</a>）までメッセージにてお申し込みください。 </span></div><div><span style="font-size: 10pt;">＊20歳以上の方が対象です </span></div><div><span style="font-size: 10pt;">＊先着順となります </span></div><div><span style="font-size: 10pt;"><br></span></div><div><span style="font-size: 10pt;"> また、5月8日（水）〜14日（火）まで大阪あべのハルカス近鉄本店にて松葉屋茶寮POPUPを開催いたします。 </span></div><div><span style="font-size: 10pt;"><br></span></div><div><span style="font-size: 10pt;"> 月の桂の仕込み水を使用した特別仕様のテリーヌショコラとピュアレアも発売予定です。</span></div>	          <div class="philosophy-section">                          <div class="second-section">              <div class="content-out-wrapper">                              <div class="photo-section gray-scale">              <div class="inner-wrapper">                <div class="photo-view-box" id="photo-view-box">                                                <div class="slider">                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp01.png" alt="img"></picture>                            </div>                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp02.png" alt="img"></picture>                            </div>                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp03.png" alt="img"></picture>                            </div>                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp04.png" alt="img"></picture>                            </div>                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp05.png" alt="img"></picture>                            </div>                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp06.png" alt="img"></picture>                            </div>                            <div class="slick-img">                                <picture><img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp07.png" alt="img"></picture>                            </div>                        </div>                        <div class="thumbnail">                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp01_thumb.png" alt="img"/>                            </div>                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp02_thumb.png" alt="img"/>                            </div>                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp03_thumb.png" alt="img"/>                            </div>                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp04_thumb.png" alt="img"/>                            </div>                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp05_thumb.png" alt="img"/>                            </div>                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp06_thumb.png" alt="img"/>                            </div>                            <div class="thumbnail-img">                                <img class="img" src="https://mtbysr.jp/assets/images/news/20240501/tsukinokatsura_sp07_thumb.png" alt="img"/>                            </div>                        </div>                                        </div>                  </div>                </div>                                </div>            </div>          </div>	<h3 class="sub" style="text-align: center;"><br></h3><h3 class="sub" style="text-align: center;"><br></h3><h3 class="sub" style="text-align: center;"><br></h3><h3 class="sub" style="text-align: center;">Movie Contents</h3><br><br><section class="single slider_size">                                                <div>                            <div class="movie-section gray-scale">                              <div class="inner-wrapper">                                <div class="movie-view-box">                                    <video class="myVideo first-view l-img" src="https://mtbysr.jp/assets/movie/tsukino_katsura_sake_event.mp4" poster="https://mtbysr.jp/assets/movie/thumb_tsukino_katsura_sake_event.png" controls=""></video>                                </div>                              </div>                            </div>                         </div>                                                </section><small><br> </small><div><small><br></small></div><div style="text-align: center;"><small>Photos & Movies: Ryo Kawano</small></div>,1,
15,2024-04-26,松葉屋茶寮を『Numero TOKYO』6月号で掲載いただきました,3,,1,Numero TOKYO 2024年 6月号 [扶桑社]<div>「Japan__kanma__ the future__kanma__ the beautiful　松葉屋茶寮：日本の“未来の美”が宿る場所（P124）」で、松葉屋茶寮が紹介されました。 <div><br></div><div><a href="https://numero.jp/magazine177/">https://numero.jp/magazine177/</a></div></div>,1,
14,2024-04-30,松葉屋茶寮を『Let’s ENJOY TOKYO』で掲載いただきました,3,,1,『Let’s ENJOY TOKYO』にて「お茶の概念が覆る、唯一無二の和空間！大注目の盆栽カフェ南青山「松葉屋茶寮」」としてご紹介いただきました。<div><br></div><div><a href="https://www.enjoytokyo.jp/article/201855/">https://www.enjoytokyo.jp/article/201855/</a></div>,1,
13,2024-04-03,松葉屋茶寮・方舟GALLERYを『Precious.jp』で掲載いただきました,3,,1,『Precious.jp』にて「モダンな空間で楽しむ「春のティータイム」　盆栽を眺めながら楽しむリュクスな御三時「松葉屋茶寮」表参道｜日本文化の継承をテーマとしたギャラリー併設の茶寮」としてご紹介いただきました。<div><br></div><div><a href="https://precious.jp/articles/-/46891">https://precious.jp/articles/-/46891</a></div>,1,
12,2024-05-01,POPUP STORE at ABENO HARUKASU,0,,1,2024 5/8-5/14<div><br></div><div>この度、松葉屋茶寮では初の大阪POPUP Storeを開催いたします。 <div><br></div><div>母の日の感謝の気持ちを込めた贈り物として、京都最古の酒蔵である月の桂の仕込み水を使用したコラボスイーツを限定発売する運びとなりました。 </div><div>伏見の清らかな水源から採取されたこの希少な仕込み水は、日本酒造りにおける命とも言える存在で、その水の一滴一滴には、長い歴史と伝統が息づいています。 </div><div>今回は松葉屋茶寮の人気商品であるテリーヌショコラとレアチーズピュアレアに仕込み水を使用。 </div><div>繊細な味わいとスッキリとした口溶けを是非ともご堪能ください。 </div><div><br></div><div>また、数量限定にて薔薇Butter sandも発売。 </div><div>母の日のギフトとして、または大切な人への特別なプレゼントとして、是非ともご利用くださいませ。 </div><div><br></div><div>月の桂と松葉屋茶寮がお届けする、一期一会の味わいをお楽しみいただけましたら幸いです。</div></div>,1,
11,2024-04-09,トークイベント『発酵と腸内環境、最先端予防医療を知る』,1,,1,	<b>オフィシャルインスタグラム：</b><a href="https://www.instagram.com/matsubayasaryo/">https://www.instagram.com/matsubayasaryo/</a>,1,
10,2024-04-07,松葉屋茶寮・方舟GALLERYを『おとなの週末公式｜おいしくて、ためになる食のニュースサイト』で掲載いただきました,3,,1,『おとなの週末公式｜おいしくて、ためになる食のニュースサイト』にて「「日本人のDNA」を実感せよ！盆栽も茶の湯も楽しめるカフェが南青山に誕生　「松葉屋茶寮」で古来の美意識に触れよう」としてご紹介いただきました。<div><br></div><div><br></div><a href="https://otonano-shumatsu.com/articles/364624">https://otonano-shumatsu.com/articles/364624</a>,1,
9,2024-01-24,トークイベント『小島鉄平 × 道下将太郎　盆栽と医療から考察する究極のメディテーションとは』,1,,1,このイベントでは、盆栽の手入れが心の平穏に与える影響と脳休息の重要性に焦点を当てます。 <div>盆栽師・小島鉄平氏と脳神経外科医・道下医師が盆栽との向き合い方や、音楽を通じたメディテーションが心身に与える効果について話し合います。 </div><div><br></div><div><b> Topic『五感・盆栽・音楽・禅』</b></div><div><b><br></b></div>	<b>2024__kanma__1__kanma__24 Wed. 18:30 - 19 : 30 </b><div><b>場所：松葉屋茶寮 </b></div><div><b>限定 30名様 参加費 無料 </b></div><div><br></div><div>お申込受付は先着順とし、定員になり次第締め切りさせて頂きます。 </div><div>DMにて当アカウントまで参加希望のメッセージをお願い申し上げます。 </div><div><br></div><div><b>オフィシャルインスタグラム：</b>https://www.instagram.com/matsubayasaryo/</div>,1,
8,2024-03-21,トークイベント『医者と僧侶が考えるwell-beingとは』,1,,1,昨年のForbesでの深い対話に続き、伊藤東凌氏と道下将太郎氏が再び集い、私たちのウェルビーイングにっいて探求します。 <div>今回は禅と医療の視点から、心身の健康と豊かな生き方について語り合います。 </div><div>この特別な機会に皆様をお招きし、対話を通じて自分自身と向き合い、内面の平和を見つめ直す時間を共有したいと思います。 </div><div>禅の静寂と医療の知恵が交わる場で、日常を超えた体験をお届けいたします。</div>	<b>2024__kanma__3__kanma__21 Thu. 16:00 - 17: 30 </b><div><b>松葉屋茶寮 </b></div><div><b>限定30名様 </b></div><div><b>参加費無料 </b></div><div><b>先着順 </b></div><div><br></div><div>参加方法 </div><div>DMにて参加希望人数と代表者のフルネームをお知らせください。 </div><div>＊定員になり次第締め切りとさせていただきます。</div><div><br></div><div><span style="font-size: 10pt;"><b>オフィシャルインスタグラム：</b>https://www.instagram.com/matsubayasaryo/</span></div>,1,
7,2024-02-29,トークイベント『心に響く茶の湯　日本文化とマインドフルネスの融合』,1,,1,日本の伝統的な茶の湯の美学と、心の平穏を求めるマインドフルネスの実践がどのように相互に補完し合い、現代人の精神的な健康や内面的な豊かさに貢献するかを探求するトピックです。 <div>このテーマでは、茶の湯が持つ静寂と集中を必要とする環境が、マインドフルネスの実践において重要な「今この瞬間に意識を向ける」こととどのように響き合うかを深掘りします。</div><div><br></div><div><br></div><br>	<b>2024__kanma__2__kanma__29 18:30 START</b><div><b>松葉屋茶寮</b></div><div><b>限定30名様参加費 無料</b></div><div><b>先着順 </b></div><div><br></div><div>参加方法</div><div>DMにて参加希望人数と代表者のフルネームをお知らせください。</div><div>＊定員になり次第締め切りとさせていただきます。</div><div><br></div><div><b>オフィシャルインスタグラム：</b>https://www.instagram.com/matsubayasaryo/</div>,1,
6,2024-03-01,松葉屋茶寮・方舟GALLERYを『表参道＆原宿のローカルメディア OMOHARAREAL』で掲載いただきました,3,,1,『表参道＆原宿のローカルメディア OMOHARAREAL』にて「松葉屋茶寮・方舟GALLERY／南青山・温故知新のオアシス、文化の方舟」としてご紹介いただきました。<div><br></div><div><a href="https://omoharareal.com/navi/eat-drink/detail/4147">https://omoharareal.com/navi/eat-drink/detail/4147</a></div>,1,
5,2023-12-28,松葉屋茶寮を『ELLE』で掲載いただきました,3,,1,「ELLE」のGOURETレストラン・カフェにて「松葉屋茶寮」をご紹介いただきました。 <div><br></div><div><a href="https://www.elle.com/jp/gourmet/gourmet-restaurants/g46214457/23-1226-matsubaya-saryo/">https://www.elle.com/jp/gourmet/gourmet-restaurants/g46214457/23-1226-matsubaya-saryo/</a></div>,1,
4,2024-01-14,松葉屋茶寮を『食べログMagazine』で掲載いただきました,3,,1,「食べログ」に新しく登録されたお店の中から『注目のお店』として松葉屋茶寮をご紹介いただきました。 <div><br></div><div><a href="https://magazine.tabelog.com/articles/341145">https://magazine.tabelog.com/articles/341145 </a></div>,1,
3,2024-01-16,「〈松葉屋茶寮〉のPure rare、クッキー缶」を『Hanako.tokyo』で掲載いただきました,3,,1,『Hanako.tokyo』にて「行列店になる前に行きたい！ネクストブレイク必至店の絶品手みやげ6選」として「〈松葉屋茶寮〉のPure rare、クッキー缶」をご紹介いただきました。<div><br></div><div><span style="font-size: 10pt;"><a href="https://hanako.tokyo/food/412223/#heading-2">https://hanako.tokyo/food/412223/#heading-2 </a></span></div>,1,
2,2024-02-15,松葉屋茶寮が医師の処方するサウンドトリートメントによるメディテーションルーム『緑閑庵』をOPEN,4,,1,<b>脳神経外科医師、道下将太郎氏による医学的な根拠に基づいて制作された音楽「YAKUZEN ONGAKU」を健康の向上やストレス軽減に活用する全く新たなアプローチによる新サービスです。</b><div><b><br></b></div><div><b>脳波状態を測定し、自律神経が最も整えられ脳が一番リラックスした周波数の楽曲を処方いたします。</b></div>	科学的研究に基づき、特定の周波数が心身のリラックスと健康に有益であることが示されています。<div><b>YAKUZEN ONGAKU</b>は、<b>医師の監修のもと制作された音楽を用いて脳の休息を促進</b>し、自律神経を調整します。</div><div><br></div><div>撮影 @ryokawanophoto</div><div><br></div><div><br></div><div><br></div>	<b>「心を落ち着かせる＝脳を休ませる」</b>という考えのもと、<u>脳神経外科医・宇宙航空環境医学認定医の監修・データ解析による環境を提供。</u>	脳波を測定し、導き出された<b>YAKUZEN ONGAKU</b>に耳と身体を預けることで、<b>脳のリラックスやストレス軽減</b>を最大限に促進します。	<b><u>サウンドトリートメント</u>によって深い内省状態に導かれ、心の平静と集中力が高まり、ストレス解消、睡眠の質改善、心身の健康促進などの効果が期待できます。</b><div><b><br></b></div><div><b><br></b></div><div><b><br></b></div>	<b>測定</b>した<b>YAKUZEN ONGAKU</b>を<b>専用のNFCタグにダウンロード</b>	<b>スマートフォンにかざすだけで楽曲の再生画面にアクセス</b>	※脳の状態は変化するため、最初の再生から2週間が経過すると楽曲は自動で削除されます。<div><br></div><div><br></div><div><br></div>	<b>脳神経外科医師の道下将太郎です。 </b><div><b><br></b></div><div><b>医療の現場で直面する課題を病院外で解決するためのプロジェクト、クリニックを複数展開。</b></div><div><span style="font-size: 10pt;"><b>薬の処方・手術をするだけではなく、様々な”選択肢”を提供する新たな形の医療を創造しております。</b></span></div><div><b>松葉屋茶寮の茶室では、脳波を測定し、その方々に1番フィットした音楽をお出しさせていただきます。</b></div><div><b><br></b></div><div><b>日本の伝統文化と最新技術を組み合わせることで、現代の最高の茶室空間を提供することが可能になりました。</b></div><div><b>本当の整う、をそれぞれの脳内に直接アプローチすることで実現させました。</b></div><div><b>選定した音楽はご自宅でもお聞きいただけますので、寝る前などリラックスしたいタイミングでもぜひ聞いてみてください。</b></div><div><br></div><div>2015年 東京慈恵会医科大学医学部医学科卒業。 </div><div>同大学脳神経外科入局。同年、環境宇宙航空医学認定医取得。 </div><div>2020年、死や障害に対して前向きに豊かな時間を作るサポートをする株式会社Re・habilitationを創業。 </div><div>同年、表参道、銀座、新橋などにトータルコーディネートのクリニックをAfrode clinic含め複数展開。</div><div>2022年MS法人Medical Wellness Partnersを創業、東京慈恵会医科大学脳神経外科を退局。</div><div>2022年、死装束などを手掛けるArt×Medicalをテーマとした31プロジェクト進行。</div><div>大学時代にはハーバード大学、台湾大学含め、留学歴多数。</div><div>医療の現場で直面する課題を、病院外で解決するためのプロジェクト、クリニックを複数展開。</div><div>薬の処方・手術をするだけではなく、様々な”選択肢”を提供する新たな形の医療を創造。 </div><div><br></div><div>●所属など一部</div><div>・株式会社 Medical Wellness Partners CEO/CMO</div><div>　Afrode clinic 表参道 コンセプトドクター</div><div>　URL：<a href="https://www.recovery-afrode-clinic.art">https://www.recovery-afrode-clinic.art</a></div><div>・株式会社 Re・habilitation</div><div>　URL： <a href="https://re-habilitation.jp">https://re-habilitation.jp</a></div><div>　MV：VOL.1 <a href="https://youtu.be/EyHOU7YyNDc">https://youtu.be/EyHOU7YyNDc</a></div><div>・FUN group 社外取締役</div><div>　URL：<a href="https://fungroup.com/ja">https://fungroup.com/ja</a></div><div>・株式会社 4S　取締役</div><div>　脳波研究プロジェクト</div><div><br></div><div>●取材実績：GQ、GOETHE、NHK、日テレTHE ART HOUSE　その他多数</div><div><br></div><div><br></div><div><br></div><div>緑閑庵PDF資料：<a href="https://rokkanan.mtbysr.jp/document/rokkanan20240215.pdf">https://rokkanan.mtbysr.jp/document/rokkanan20240215.pdf</a></div><div><br></div><div><br></div><div><br></div><div><br></div>,1,
1,2023-11-14,【盆栽・お菓子・お茶・骨董を楽しめる場所】”松葉屋茶寮”が南青山・骨董通りに開業,4,,1,株式会社グラッシーズ（代表取締役：芝 幸太郎）は、12月2日、南青山・骨董通りに日本文化の新しい拠点を目指す”松葉屋茶寮・方舟GALLERY”を開業いたします。	本新業態店舗は、日本の伝統と現代を融合した独自の空間で、<b>国内外のお客様に日本の文化、技術、伝統の美しさを体験</b>いただく場となります。<div><br></div><div><b>松葉屋茶寮 公式 Instagram : </b><a href="https://www.instagram.com/matsubayasaryo/">https://www.instagram.com/matsubayasaryo/</a> </div><div><br></div><div><b>SP movie</b></div><div><span style="font-size: 10pt;"><a href="https://youtube.com/shorts/Y_E5kzSYApI">https://youtube.com/shorts/Y_E5kzSYApI</a></span></div>	キービジュアルとなる盆栽は国内外に熱狂的なファンを持つ<b><u>盆栽アーティスト集団〝TRADMAN'S BONSAI〟の小島鉄平氏</u></b>(<a href="https://www.instagram.com/teppei_kojima501/">https://www.instagram.com/teppei_kojima501/</a>)が担当。	お菓子は和洋のジャンルにとらわれず、素材本来の味と食感を表現する<u><b>おかしやうっちー内山裕介氏・OKASHIYA </b></u>( <a href="https://www.instagram.com/okashiya.co.jp/">https://www.instagram.com/okashiya.co.jp/</a> )とのコラボレーションを提供。＊松葉屋茶寮だけでしか味わえない特別メニューもご用意。<div><br></div><div><b>SP movie with OKASHIYA</b></div><div><a href="https://youtube.com/shorts/Y_E5kzSYApI">https://youtube.com/shorts/Y_E5kzSYApI</a></div>	<b>日本の四季と食文化を通じて生産者や製造過程の透明化を推進</b>し、「食の安全性」「自給率」「気候変動」への意識向上を図り、世界共通の課題解決に向け持続可能な取り組みを以て社会に貢献することを目指しています。	有機栽培で育てた茶葉で点てたお茶とお菓子のペアリングコース	希少価値のある日本酒体験	<b>併設する方舟ギャラリーでは、盆栽・現代アート・器などの展示販売やワークショップなど、さまざまな文化体験を提供。</b> <div>＊多言語対応可能なスタッフが複数名在籍。文化体験を求めるインバウンドのお客様への対応も可能です。</div>	<b>SP movie with 縄屋忠右衛門</b><div><a href="https://youtube.com/shorts/GOGAugO4dic">https://youtube.com/shorts/GOGAugO4dic</a></div><div><br></div><div><b>現代では稀有な存在となった日本の伝統的な技術を持つ作家や職人との共創によって自然の素材を活かした古道具や骨董品を現代の生活様式にアップデート。日本独自のライフスタイルや文化、新たな価値の創造を提案します。</b></div>	<b>SP movie with 山中石材店</b><div><a href="https://youtube.com/shorts/mRuGILzpnE4">https://youtube.com/shorts/mRuGILzpnE4</a></div><div><br></div><div>環境負荷を減らし、よりサステナブルな生活の実現を目指します。</div><div><br></div><div>日本の美と感動を共に体験し、素敵な時間をお過ごしいただければ幸いです。</div>	<b>松葉屋茶寮</b><div><b>方舟GALLERY</b></div><div><b>開業日 2023年12月2日 土曜（大安） 開幕</b></div><div><b>営業時間：10:00〜</b></div><div><b>定休日：不定休</b></div><div><b>住所：東京都港区南青山5-4-27 Barbizon104 1F</b></div><div><b>Instagram :</b> <a href="https://www.instagram.com/matsubayasaryo/">https://www.instagram.com/matsubayasaryo/</a></div>,1,
