54,2026-01-09,『OZ magazine』で掲載いただきました,3,,1,2026年1月9日発売の『オズマガジン2026年2・3月号　お茶とおやつがあれば、しあわせ』にて松葉屋茶寮をご掲載いただきました。,1,
53,2025-12-23,年末年始の営業時間について,0,,1,<p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">平素より格別のご愛顧を賜り、誠にありがとうございます。</p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">松葉屋茶寮・方舟ギャラリーは昨年オープンより2周年を迎えました。</p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">皆様に温かいご支援をいただきましたこと、心より感謝申し上げます。</p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">年末年始の営業は以下の通りです。</p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">年内最終営業日</p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">12月28日(日)</p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">10:00 - 18:00（LO 17:30）</p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">年始営業開始日</p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">1月4日(日)</p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">10:00 - 20:00（LO 19:30）</p><p class="p2" helvetica="" neue";="" min-height:="" 15px;="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">来年もスタッフ一同、日本文化や伝統、技術に向き合い、</p><p class="p1" helvetica="" neue";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">皆様に日本の豊かさを体験して頂ける空間作りに取り組んでまいります。</p><p class="p3" hiragino="" sans";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><span class="s1" helvetica="" neue";"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; line-height: normal;">2026</span>年も変わらぬお引き立てを賜りますよう、よろしくお願い申し上げます。</p><p class="p3" hiragino="" sans";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p3" hiragino="" sans";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;"><br></p><p class="p3" hiragino="" sans";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">松葉屋茶寮・方舟ギャラリー</p><p class="p3" hiragino="" sans";="" color:="" rgb(0__kanma__="" 0__kanma__="" 0);"="" style="font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-size-adjust: none; font-kerning: auto; font-optical-sizing: auto; font-feature-settings: normal; font-variation-settings: normal; font-variant-position: normal; font-variant-emoji: normal; font-stretch: normal; font-size: 13px; line-height: normal; margin: 0px;">スタッフ一同</p>,1,
52,2025-12-09,グルメメディア『美味散歩』で掲載いただきました,3,,1,<div style=""><font style="" size="2">食べ歩きと街歩きがもっと楽しくなる、地域の魅力と出会えるグルメな散歩コースを紹介するメディア「美味散歩」にて松葉屋茶寮を掲載いただきました。</font></div><div style=""><font size="2"><br></font></div><div style=""><font size="2">▶︎<a href="https://bimisanpo.com/">美味散歩</a></font></div><font size="2">▶︎<a href="https://bimisanpo.com/ebisu-garden-place-lunch-best-12-review-price/#toc12" style="">掲載ページ</a>はこちら</font>,1,
51,2025-12-05,しめ縄POP UP&ワークショップのご案内,2,,1,<font size="2">12月10日より、花屋 務さんの注連縄POPUPを開催いたします。<br style=""><br style="">注連縄は、神聖な領域と日常を分け、<br style="">清らかな気を招き入れるためのもの。<br style="">古くから日本人は、年の節目に注連縄を飾り、<br style="">空間と心を整え、新しい年を迎える準備をしてきました。<br style=""><br style="">花屋 務さんの手がける注連縄は、<br style="">自然の素材が持つ力強さと、ユニークさが共存する佇まい。<br style="">大胆かつ繊細な唯一無二の作品が、松葉屋茶寮の空間に並びます。<br></font>	<font size="2">また、12月20日・21日には、<br style="">特別な注連縄ワークショップを開催いたします。<br style="">自らの手で綯い、結び、仕上げる時間は、<br style="">一年を振り返り、新しい年への想いを込める大切なひとときに。<br style=""><br style="">制作後は、松葉屋茶寮にて<br style="">この会のためにご用意した一茶一菓をお楽しみください。</font><br>	<div><font size="2"><br></font></div><font size="2"><div><font size="2"><br></font></div>【POP UP 詳細】<br style="">開催日｜12月10日(水)〜21日(日)<br style="">場　所｜松葉屋茶寮<br style="">時　間｜10:00〜20:00<br style=""><br style="">【WORKSHOP 詳細】<br style="">開催日｜12月20日(土)・21日(日)<br style="">時　間｜12:00〜／15:00〜<br style=""><br style="">▶︎12:00の会<br style="">縁綴り<br style="">参加費｜12__kanma__000円<br></font><div style=""><a href="https://www.tablecheck.com/ja/matsubayasaryo-hakobunegallery/reserve/message?menu_items=6935065142896c5f155a4f97&utm_source=ig&utm_medium=social&utm_content=link_in_bio" style=""><font size="2">ご予約はこちら</font></a></div>	<font size="2">▶︎15:00の会<br style="">雷雲のしめ飾り<br style="">参加費｜9__kanma__800円<br></font><div style=""><a href="https://www.tablecheck.com/ja/matsubayasaryo-hakobunegallery/reserve/message?menu_items=69350bbdd4a4a68b379eb136&utm_source=ig&utm_medium=social&utm_content=link_in_bio" style=""><font size="2">ご予約はこちら</font></a></div>	<font size="2">所要時間｜約3時間<br style="">（約2時間の注連縄作り + 一茶一菓）<br style=""><br style="">静かに手を動かし、新しい年を迎える準備をする。<br style="">そんな特別な時間をご一緒できれば幸いです。</font>,1,
50,2025-12-01,季節のOKASHIYAイベント「和栗」,2,,1,<font size="2">今年最後の栗を味わう、特別な三日間。<br style="">OKASHIYA特製の焼きたて栗菓子でお迎えいたします。<br style=""><br style="">今回は栗を堪能する一茶二菓をご用意いたしました。<br style="">今秋もご好評をいただいた熟成栗のモンブランに加え、<br style="">この会限定の〈栗フィナンシェ〉と〈栗エッグタルト〉は<br style="">芳醇な香りが広がる、焼きたてでお出しいたします。<br style=""><br style="">あたたかいお茶とともに、<br style="">実りの季節の余韻をお楽しみください。</font>		<font size="2">日程｜12月13日(土)・14日(日)・15日(月)<br style="">時間｜12:00〜／15:00〜<br style=""><br style="">▶12:00 の会<br style="">焼きたて栗フィナンシェ<br style="">参加費｜4__kanma__200円<br style=""><br style="">▶15:00 の会<br style="">焼きたて栗エッグタルト<br style="">参加費｜4__kanma__500円<br style=""><br style="">※各回共通<br style="">・一茶（ほうじ茶／和紅茶／烏龍茶より1種）<br style="">・熟成栗のモンブラン（ハーフ）<br style="">・焼き栗<br style=""><br style="">ご予約はInstagram DM、店頭、お電話にて承ります。</font>,1,
49,2025-12-01,日本建築協会『建築と社会 12月号』で掲載いただきました,3,,1,<font size="2">2025年12月1日発売の日本建築協会『建築と社会 12月号』にて松葉屋茶寮を掲載いただきました。</font><div><font size="2"><br></font></div><div><font size="2"><a href="https://www.aaj.or.jp/project/publishing/kenchiku-shakai">https://www.aaj.or.jp/project/publishing/kenchiku-shakai</a></font></div>,1,
48,2025-10-15,イギリス ライフスタイル誌『MONOCLE』で掲載いただきました,3,,1,<span style="font-size: 13.3333px;">2025年10月15日発売のイギリスのライフスタイル誌『MONOCLE』にて松葉屋茶寮を掲載いただきました。</span><div><br></div><div><span style="font-size: 13.3333px;"><a href="https://monocle.com/design/tokyo-design-secrets-japanese-craft/">https://monocle.com/design/tokyo-design-secrets-japanese-craft/</a></span></div>,1,
47,2025-10-20,マガジンハウス『＆Premium　コーヒーとお茶と、わたしの時間。』で掲載いただきました,3,,1,<font color="#222222"><span style="font-size: 10pt;">2025年10月20日発売の『＆Premium　コーヒーとお茶と、わたしの時間。』にて松葉屋茶寮を掲載いただきました。</span></font><div style="color: rgb(34__kanma__ 34__kanma__ 34); font-size: 10pt;"><br></div><div style=""><font color="#222222"><span style="font-size: 13.3333px;"><a href="https://andpremium.jp/book/premium-no-144/">https://andpremium.jp/book/premium-no-144/</a></span></font></div>,1,
46,2025-11-12,テレビ番組『東京GOOD！TREASURE MAP』でご紹介いただきました,3,,1,<div style="font-size: 10pt;"><div>2025年11月18日放送の、テレビ東京『東京GOOD！TREASURE MAP』にて、</div><div>青山・骨董通り周辺特集として松葉屋茶寮をご紹介いただきました。</div><div><br></div></div><div style="font-size: 10pt;">【放送詳細】</div><div style="font-size: 10pt;"><br></div><div>放映番組：「<span style="font-size: 10pt;">東京GOOD！TREASURE MAP</span><span style="font-size: 10pt;">」</span></div><div style="font-size: 10pt;">放映日時：2025年11月18日(火) 21:54～</div><div style="font-size: 10pt;">放送局：テレビ東京</div><div style="font-size: 10pt;"><span style="font-size: 10pt;"><br></span></div><div style="font-size: 10pt;"><span style="font-size: 10pt;">※放送終了後に「東京都公式動画チャンネル東京動画」にて1年間配信</span></div><div style="font-size: 10pt;"><div style="font-size: 10pt;"><a href="https://tokyodouga.metro.tokyo.lg.jp/playlist/tokyo-good/index.html">https://tokyodouga.jp/infomation/pr/tokyo-good</a></div></div>,1,
45,2025-08-29,宝島社『リンネル特別編集　お茶とわたしと。』で掲載いただきました,3,,1,<font color="#222222"><span style="font-size: 10pt;">2025年08月29日発売の『リンネル特別編集　お茶とわたしと。』にて松葉屋茶寮を掲載いただきました。</span></font><div style="color: rgb(34__kanma__ 34__kanma__ 34); font-size: 10pt;"><br></div><div style=""><font color="#222222"><span style="font-size: 13.3333px;"><a href="https://tkj.jp/book/?cd=TD070913">https://tkj.jp/book/?cd=TD070913</a></span></font></div>,1,
44,2025-07-25,テレビ番組『じゅん散歩』でご紹介いただきました,3,,1,<div style="font-size: 10pt;"><div>2025年07月25日テレビ朝日放送の『じゅん散歩』にて、</div><div>盆栽や骨董品などが楽しめるギャラリーカフェとして松葉屋茶寮をご紹介いただきました。</div><div><br></div></div><div style="font-size: 10pt;">【放送詳細】</div><div style="font-size: 10pt;"><br></div><div>放映番組：「じゅん散歩」</div><div>サブタイトル：「南青山」</div><div style="font-size: 10pt;">放映日時：2025年07月25日（金） 9:55～</div><div style="font-size: 10pt;">放送局：テレビ朝日</div>,1,
43,2025-05-01,月刊『家庭画報』で掲載いただきました,3,,1,<font style="">2025年05月01日発売の『家庭画報2025年6月号』にて松葉屋茶寮を掲載いただきました。</font><div style="color: rgb(34__kanma__ 34__kanma__ 34); font-size: 10pt;"><br></div><div style="color: rgb(34__kanma__ 34__kanma__ 34);"><font color="#222222"><a href="https://www.kateigaho.com/magazine/detail/30">https://www.kateigaho.com/magazine/detail/30</a></font></div>,1,
42,2025-04-24,月刊『LEON』で掲載いただきました,3,,1,<font color="#222222"><span style="font-size: 10pt;">2025年04月24日発売の『LEON2025年6月号』にて松葉屋茶寮を掲載いただきました。</span></font><div style="color: rgb(34__kanma__ 34__kanma__ 34); font-size: 10pt;"><br></div><div style=""><font color="#222222"><span style="font-size: 13.3333px;"><a href="https://www.leon.jp/magazine/281062">https://www.leon.jp/magazine/281062</a></span></font></div>,1,
